_id,OBJECTID,PROJ_NUM,LAST_UPDATED_DATE,PROJECT,LOCATION,DETAILS,DURATION/ Construction Timeline,STATUS,INV_PRIORITY,OWNER,CONTACT_NAME,CONTACT_EMAIL,INV_WEB_SITE,INV_DISPLAY_PROGRAM,INV_DISPLAY_SYMBOL,START_YEAR,CONTR_NUMBER,geometry
234,2183187, ,2024-04-26,Local Road Reconstruction,AMIENS RD<br> From: KINGSTON RD<br> To: FAIRWOOD CRES ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2025 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Niloufar Mohajerani, Engineering and Construction Services",nmohaje@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.1848633621799, 43.7728112820195], [-79.1863638018102, 43.7735699495858], [-79.1868036681357, 43.7738546653324], [-79.1868450486692, 43.7738898382374], [-79.1868816781609, 43.7739332791786], [-79.1869232816982, 43.7739923957511], [-79.1869513419235, 43.7740545356081], [-79.1869966007538, 43.7741416467698], [-79.1871772298975, 43.7745825590197], [-79.1873666791447, 43.7750286887455], [-79.1881164953885, 43.7767670514673]]]}"
235,2183188, ,2024-04-26,Local Road Reconstruction,WEST HILL DR<br> From: LAWRENCE AVE E<br> To: KINGSTON RD ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2025 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Niloufar Mohajerani, Engineering and Construction Services",nmohaje@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.1798927836686, 43.7698408565419], [-79.1809212501835, 43.7722488434674], [-79.1816823570359, 43.774018334711], [-79.1817310031122, 43.7741562779365], [-79.181742446584, 43.7742377432909], [-79.181755967497, 43.7743163160543]]]}"
236,2183189, ,2024-04-26,Laneway Reconstruction,[43.30 m N] DUNDAS ST W<br> From: HURON ST<br> To: [79.20 m W] HURON ST ,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2025 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Niloufar Mohajerani, Engineering and Construction Services",nmohaje@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3963577254249, 43.6538134548248], [-79.397450075485, 43.6535784964466]]]}"
237,2183190, ,2024-04-26,Laneway Reconstruction,[24.90 m E] HURON ST<br> From: [23.80 m N] DUNDAS ST W<br> To: [44.30 m N] DUNDAS ST W ,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2025 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Niloufar Mohajerani, Engineering and Construction Services",nmohaje@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3958991799977, 43.6539042939077], [-79.3958250734784, 43.6537224620337]]]}"
238,2183191, ,2024-04-26,Laneway Reconstruction,SOHO PL<br> From: [E] BEVERLEY ST [END]<br> To: [35 m W] BEVERLEY ST [END] ,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2025 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Niloufar Mohajerani, Engineering and Construction Services",nmohaje@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.393611837032, 43.6498149053211], [-79.3928345651457, 43.6499770409374], [-79.3928194208216, 43.6499468181711]]]}"
239,2183194,TS2023-19-039,2024-04-25,Local Road Rehabilitation,NORWAY AVE<br> From: ELMER AVE<br> To: KENILWORTH AVE ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",2024,Active,None,Transportation Services,<Null> Transportation Roads State of Good Repair,RoadSOGR@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3052407120946, 43.673576515003], [-79.3038089960811, 43.6739026599814]]]}"
240,2183206,"TS2023-08-169
",2024-04-25,Local Road Reconstruction,ROSELAWN AVE<br> From: ELMRIDGE DR<br> To: LYON CRT ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2025 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Adel Roufail, Engineering and Construction Services",aroufai@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4389944429743, 43.7026791487955], [-79.4403057732957, 43.7024159686503]]]}"
241,2183207,TS2023-15-412,2024-04-25,Local Road Rehabilitation,FORMAN AVE<br> From: [N] BELSIZE DR [BRANCH]<br> To: TILSON RD ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2023 - Q4 2024,Active,None,Transportation Services,"Jennifer Harris, Engineering and Construction Services",jharris9@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3832464365768, 43.7036214504836], [-79.3840438031484, 43.7043243166408]]]}"
242,2183208,TS2023-15-228,2024-04-25,Local Road Rehabilitation,MILLWOOD RD<br> From: MOUNT PLEASANT RD<br> To: HARWOOD RD ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2023 - Q4 2024,Active,None,Transportation Services,"Jennifer Harris, Engineering and Construction Services",jharris9@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3874950278364, 43.701645456951], [-79.3852034846014, 43.7021202553456]]]}"
243,2183209,TS2023-15-228,2024-04-25,Local Road Rehabilitation,MILLWOOD RD<br> From: HARWOOD RD<br> To: BELLE AYRE BLVD ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2023 - Q4 2024,Active,None,Transportation Services,"Jennifer Harris, Engineering and Construction Services",jharris9@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3852034846014, 43.7021202553456], [-79.3838013139115, 43.7024068794731]]]}"
244,2183211,TS2023-13-001,2024-04-25,Major Road Reconstruction,GERRARD ST E<br> From: [N] GERRARD ST E [BRANCH]<br> To: PARLIAMENT ST ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2025 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Marilia Cimini, Engineering and Construction Services",mcimini@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3681759569219, 43.6621129637347], [-79.3670355368209, 43.6619503748952]]]}"
